title,price,size,Color,SKU,Category,short description,Description,path
Typhon Performance Fleece-lined Jacket,£60.00,"XS, S, M, L, XL","Black, Green, Red",MJ11,Jackets,This is a variable product called a Typhon Performance Fleece-lined Jacket,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.
• Black full-zip flight jacket.
• Cocona® wicking fiber.
• Machine wash/dry.",Home/Clothing/Men/Tops/Jackets
Troy Yoga Short,£24.00,"32, 33, 34, 36","Black, Blue, Green",MSH09,Performance Fabrics|Clothing,This is a variable product called a Troy Yoga Short,"The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech™ wicking liner is also bacteria resistant.
• Navy polyester pinstripe shorts.
• Woven fabric with moderate stretch.
• 62% cotton/34% nylon/4% spandex.
• LumaTech™ lining.",Home/Clothing/Men/Bottoms/Shorts|Clothing/Collections/Performance Fabrics|Clothing
Torque Power Short,£32.50,"32, 33, 34, 36","Gray, Purple, Yellow",MSH04,Shorts,This is a variable product called a Torque Power Short,"Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You’ll stay cool, dry and energized miles later.
• Light gray shorts.
• Fitted design. 
• Elastic waistband. 
• Flat-seam construction. 
• 7″ inseam. 
• Machine wash/dry.",Home/Clothing/Men/Bottoms/Shorts
Tiffany Fitness Tee,£28.00,"XS, S, M, L, XL","Blue, Red, White",WS09,Eco Friendly|Clothing,This is a variable product called a Tiffany Fitness Tee,"You’ll work out and look cute doing it in the short-sleeve Tiffany Fitness Tee. The longer length and fitted cut offer a smoother silhouette, while scoop neck pattern and drape effects lend a trendy touch.
• Teal soft scoop neck tee.
• Contrast stitching pattern. 
• Machine wash/dry.",Home/Clothing/Women/Tops/Tees|Clothing/Promotions/Tees|Clothing/Promotions/Women Sale|Clothing/Collections/Eco Friendly|Clothing
Tristan Endurance Tank,£29.00,"XS, S, M, L, XL","Gray, Red, White",MT02,Tanks,This is a variable product called a Tristan Endurance Tank,"Push yourself through punishing runs, plyometric workouts, intense competition and more in our athletic Tristan Endurance Tank. Constructed with built-in moisture-wicking technology, it’s designed to keep you completely cool and dry on the long haul.
• White performance tank.
• Stylish contrast stitching. 
• Relaxed fit. 
• Ribbed crew neckline. 
• Machine wash/dry.",Home/Clothing/Men/Tops/Tanks
Tiberius Gym Tank,£18.00,"XS, S, M, L, XL",Yellow,MT10,Tanks,This is a variable product called a Tiberius Gym Tank,"Whether you’re classy or just sweaty, the Tiberius Gym Tank helps you look good while you’re at it. What’s more, its moisture-wicking, quick-drying, anti-microbial and anti-odor construction help ensure you’re welcome back to the gym.
• Yellow scoop neck cotton tank.
• Comfortable, relaxed fit.
• 55% Hemp / 45% Organic Cotton.
• Pesticide- and herbicide-free hemp.",Home/Clothing/Men/Tops/Tanks
Thorpe Track Pant,£68.00,"32, 33, 34, 36","Black, Blue, Purple",MP07,New Luma Yoga Collection|Clothing,This is a variable product called a Thorpe Track Pant,"Thirty degree temps are chilly for most, except when you’re in Thorpe Track Pants. These top-of-the-line track bottoms are made from fast-drying, weather-resistant fabric with an internal breathable layer of mesh nylon to wick away moisture.
• Moisture transfer properties. 
• 7% stretch.
• Reflective safety trim.
• Elastic drawcord waist.",Home/Clothing/Men/Bottoms/Pants|Clothing/Promotions/Pants|Clothing/Collections/New Luma Yoga Collection|Clothing
Argus All-Weather Tank,£22.00,"XS, S, M, L, XL",Gray,MT07,Eco Friendly|Clothing,This is a variable product called a Argus All-Weather Tank,"The Argus All-Weather Tank is sure to become your favorite base layer or go-to cover for hot outdoor workouts. With its subtle reflective safely trim, you can even wear it jogging on urban evenings.
• Dark gray polyester spandex tank.
• Reflective details for nighttime visibility. 
• Stash pocket.
• Anti-chafe flatlock seams.",Home/Clothing/Men/Tops/Tanks|Clothing/Collections/Eco Friendly|Clothing
Teton Pullover Hoodie,£70.00,"XS, S, M, L, XL","Black, Purple, Red",MH02,Hoodies & Sweatshirts,This is a variable product called a Teton Pullover Hoodie,"This Teton Pullover Hoodie gives you more than laid-back style. It’s equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.
• Black pullover hoodie.
• Soft, brushed interior. 
• Front hand pockets. 
• Machine wash/dry.",Home/Clothing/Men/Tops/Hoodies & Sweatshirts
Arcadio Gym Short,£20.00,"32, 33, 34, 36","Black, Blue, Red",MSH11,Shorts,This is a variable product called a Arcadio Gym Short,"The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.
• Royal blue cotton shorts.
• Built-in mesh brief. 
• 87% Spandex 13% Lycra.
• Adjustable drawstring.",Home/Clothing/Men/Bottoms/Shorts
Apollo Running Short,£32.50,"32, 33, 34, 36",Black,MSH02,Shorts,This is a variable product called a Apollo Running Short,"Fleet of foot or slow and steady, you’ll be in complete comfort with the Apollo Running Short. Lightweight polyester material lets you move with ease, and mesh side panels promise plenty of ventilation as you work up a sweat. The stretchy elastic waistband delivers a flexible fit.
• Black shorts with green accents.
• Side pockets. 
• 4″ inseam. 
• Machine wash/dry.",Home/Clothing/Men/Bottoms/Shorts
Angel Light Running Short,£42.00,"28, 29, 30, 31, 32","Gray, Orange, Purple",WSH06,Shorts,This is a variable product called a Angel Light Running Short,"The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona® performance technology, it can whisk away sweat and block UV rays.
• Dark heather gray running shorts.
• Snug fit. 
• Elastic waistband. 
• Cocona® performance fabric. 
• Machine wash/dry.",Home/Clothing/Women/Bottoms/Shorts
Ana Running Short,£40.00,"28, 29, 30, 31, 32","Black, Orange, White",WSH10,Eco Friendly|Clothing,This is a variable product called a Ana Running Short,"Time to lace up your kicks and beat that personal best in the Ana Running Short. It’s designed with breathable mesh side panels to help keep you cool while you master the miles.
• Black/pink two-layer shorts.
• Low-rise elastic waistband.
• Relaxed fit. 
• Ultra-lightweight fabric. 
• Internal drawstring. 
• Machine wash/dry.",Home/Clothing/Women/Bottoms/Shorts|Clothing/Collections/Eco Friendly|Clothing
Antonia Racer Tank,£34.00,"XS, S, M, L, XL","Black, Purple, Yellow",WT08,Performance Fabrics|Clothing,This is a variable product called a Antonia Racer Tank,"You won’t know what you like best about the Antonia Racer Tank: soft, stretchy, lightweight fabric? Super-cute colorblocked details? Whatever it is, this piece is sure to quickly move to the top of your workout rotation.
• Machine wash.
• Line dry.",Home/Clothing/Women/Tops/Bras & Tanks|Clothing/Promotions/Women Sale|Clothing/Collections/Performance Fabrics|Clothing
Ajax Full-Zip Sweatshirt,£69.00,"XS, S, M, L, XL","Blue, Green, Red",MH12,Hoodies & Sweatshirts,This is a variable product called a Ajax Full-Zip Sweatshirt ,"The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.
• Mint striped full zip hoodie.
• 100% bonded polyester fleece.
• Pouch pocket.
• Rib cuffs and hem. 
• Machine washable.",Home/Clothing/Men/Tops/Hoodies & Sweatshirts
Aim Analog Watch,£45.00,"Recreation, Sports, Outdoor, Gym",Men,24-MG04,Watches,This is a simple product called Aim Analog Watch,"Stay light-years ahead of the competition with our Aim Analog Watch. The flexible, rubberized strap is contoured to conform to the shape of your wrist for a comfortable all-day fit. The face features three illuminated hands, a digital read-out of the current time, and stopwatch functions.",Home/Gear/Watches
Affirm Water Bottle,£7.00,"Yoga, Recreation, Sports, Gym","Men, Women, Boys, Girls, Unisex",24-UG06,Fitness Equipment,This is a simple product called Affirm Water Bottle ,"You’ll stay hydrated with ease with the Affirm Water Bottle by your side or in hand. Measurements on the outside help you keep track of how much you’re drinking, while the screw-top lid prevents spills. A metal carabiner clip allows you to attach it to the outside of a backpack or bag for easy access.",Home/Gear/Fitness Equipment
